36;AEROCARIBBEAN AIRLINES;-0- ;CUBA;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
10248;FISHING ENTERPRISE HOLDING, INC.;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;RUC # 2120741397076 (Panama).;;;;;;;;;;;;;;;
10249;COMERCIALIZADORA MOR GAVIRIA S.A.;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;RUC # 1791813359001 (Ecuador);;;;;;;;;;;;;;;
10250;COMERCIALIZADORA MORDUR S.A.;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;RUC # 1791315820001 (Ecuador).;;;;;;;;;;;;;;;
10251;INTERNACIONAL DE PROYECTOS INMOBILIARIA IPI S.A.;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;RUC # 1791843436001 (Ecuador).;;;;;;;;;;;;;;;
10252;MC OVERSEAS TRADING COMPANY SA DE CV;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
10253;OVERSEAS TRADING COMPANY;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;NIT # 2500971-0 (Guatemala);;;;;;;;;;;;;;;
10254;INMOBILIUM INVESTMENT CORP.;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;RUC # 4055231267286 (Panama).;;;;;;;;;;;;;;;
10255;LAVADERO EL CASTILLO;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
10256;YAMAHA VERANILLO DISTRIBUIDORES;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
10257;CENTRO DE BELLEZA SHARY VERGARA;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
10258;GIMNASIO BODY AND HEALTH;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
10259;LIZZY MUNDO INTERIOR;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
10260;CASTRO GARZON, Ricardo;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 13 Dec 1960;;;;;;;;;;;;;;;
10261;HOOKER TAYLOR, Javier Arnulfo;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 19 Feb 1971;;;;;;;;;;;;;;;
10262;VARELA SERNA, Carlos Heneris;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 11 Jan 1956;;;;;;;;;;;;;;;
10264;GARCIA BUITRAGO, Miyer Alberto;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 13 Jul 1970;;;;;;;;;;;;;;;
10265;CASTRO GARZON, Victor Hugo;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 10 May 1965;;;;;;;;;;;;;;;
10266;DE MARTINI TAMAYO, Sergio Rene;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 14 Sep 1962;;;;;;;;;;;;;;;
10267;PALACIO ADARVE, John Ricardo;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 11 Mar 1969;;;;;;;;;;;;;;;
10268;FERNANDEZ CASTRO, Fernando Alberto;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 12 May 1966;;;;;;;;;;;;;;;
10269;VALENCIA MARIN, Libardo Elias;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 23 Mar 1946;;;;;;;;;;;;;;;
10271;ALVAREZ DEL RIO, Fredy de Jesus;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;POB Colombia;;;;;;;;;;;;;;;
10272;RINCONES MENDOZA, Henry Juvenal;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 25 Sep 1976;;;;;;;;;;;;;;;
10273;CHOW RIOS, Harding Elvis;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 02 Apr 1962;;;;;;;;;;;;;;;
10274;HODWALKER MARTINEZ, Martin David;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 26 Dec 1968;;;;;;;;;;;;;;;
10275;BODDEN GALE, Elvert Dowie;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 24 Apr 1956;;;;;;;;;;;;;;;
10276;HYDE, Clive Norman;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 08 Apr 1956;;;;;;;;;;;;;;;
10277;WORRELL, Gareth Bruce;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 19 Jun 1971;;;;;;;;;;;;;;;
10278;LOGAN MOREY, Elvis Angus;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 28 Jul 1963;;;;;;;;;;;;;;;
10280;MARKS, Martin Gregory;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 30 Oct 1958;;;;;;;;;;;;;;;
10283;CASTRILLON VASCO, Jhon Jairo;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 30 Mar 1960;;;;;;;;;;;;;;;
10284;CAICEDO ROJAS, Jorge Ernesto;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 21 Oct 1955;;;;;;;;;;;;;;;
10285;YEPES VELEZ, Silvio;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 09 Nov 1948;;;;;;;;;;;;;;;
10286;MALDONADO ESCOBAR, Fernando;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 16 May 1961;;;;;;;;;;;;;;;
10291;CALVO LOMBANA, Gabriel Andres;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 20 Aug 1935;;;;;;;;;;;;;;;
10292;MAR SEM, Maria Gloria;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 19 Aug 1944;;;;;;;;;;;;;;;
10293;TRUJILLO MOLINA, Maria Helena;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;POB Colombia;;;;;;;;;;;;;;;
10295;LEAL LOPEZ, Janey Farides;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 06 Nov 1972;;;;;;;;;;;;;;;
10310;CURE SABAGH, Diana Maria;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 24 Oct 1967;;;;;;;;;;;;;;;
10312;CASTRO PAEZ, Gerardo;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 16 Mar 1974;;;;;;;;;;;;;;;
10313;CASTRO PAEZ, Jhon Paul;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;POB Colombia;;;;;;;;;;;;;;;
10314;GARCIA RODRIGUEZ, Martha;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;POB Colombia;;;;;;;;;;;;;;;
10315;MOLINA MOLINA, Jesus Dagoberto;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;POB Colombia;;;;;;;;;;;;;;;
10321;CADENAS VIRAMONTES, Porfirio Miguel;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 12 Jun 1959;;;;;;;;;;;;;;;
10322;CASTELLANOS SANCHEZ, Federico Ernesto;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 11 Jan 1947;;;;;;;;;;;;;;;
10325;MUSONI, Straton;individual;DRCONGO;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 06 Apr 1961;;;;;;;;;;;;;;;
10327;AL-DIBISKI, Nur Al-Din;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB circa 1963;;;;;;;;;;;;;;;
10329;AZIZAH, Sa'id Yusif Ali Abu;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1958;;;;;;;;;;;;;;;
10330;AL-SAYYID, 'Ali Sulayman Mas'ud 'Abd;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1969;;;;;;;;;;;;;;;
10351;TORRES FELIX, Javier;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 19 Oct 1960;;;;;;;;;;;;;;;
10352;ARAUJO LAVEAGA, Carmen Amelia;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 29 Jan 1967;;;;;;;;;;;;;;;
10353;LOPEZ DIAZ, Jesus Alfonso;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 30 Sep 1962;;;;;;;;;;;;;;;
10354;BUENO GARCIA, Santos;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 27 Mar 1964;;;;;;;;;;;;;;;
10355;PEREGRINA TOBOADA, Jose Antonio;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 05 Aug 1958;;;;;;;;;;;;;;;
10356;ZAMBADA NIEBLA, Modesta;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 22 Nov 1982;;;;;;;;;;;;;;;
10357;ZAMBADA NIEBLA, Monica del Rosario;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 02 Mar 1980;;;;;;;;;;;;;;;
10358;ZAMBADA NIEBLA, Midiam Patricia;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 04 Mar 1971;;;;;;;;;;;;;;;
10359;ZAMBADA NIEBLA, Maria Teresa;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 17 Jun 1969;;;;;;;;;;;;;;;
10360;NIEBLA CORDOZA, Rosario;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 06 Oct 1946;;;;;;;;;;;;;;;
10361;ROSARIO NIEBLA CARDOZA A. EN P.;-0- ;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;R.F.C. NICR-461006-T36 (Mexico).;;;;;;;;;;;;;;;
10363;ESTANCIA INFANTIL NINO FELIZ S.C.;-0- ;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
10364;ESTABLO PUERTO RICO S.A. DE C.V.;-0- ;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;R.F.C. EPR-000322-UM9 (Mexico).;;;;;;;;;;;;;;;
10365;JAMARO CONSTRUCTORES S.A. DE C.V.;-0- ;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
10366;NUEVA INDUSTRIA DE GANADEROS DE CULIACAN S.A. DE C.V.;-0- ;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;R.F.C. NIG-8802029-Y7 (Mexico).;;;;;;;;;;;;;;;
10368;BANK SADERAT IRAN;-0- ;IRAN] [SDGT] [IFSR;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions;;;;;;;;;;;;;;;
10369;AZZA AIR TRANSPORT COMPANY LTD.;-0- ;DARFUR;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
10371;FARAYAND TECHNIQUE;-0- ;NPWMD] [IFSR;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions.;;;;;;;;;;;;;;;
10373;AL-DULAYMI, Hasan Hashim Khalaf;individual;IRAQ2;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1942;;;;;;;;;;;;;;;
10374;AL-TIKRITI, Ahmed Watban Ibrahim Hasan;individual;IRAQ2;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1975;;;;;;;;;;;;;;;
10375;AL-AHMAD, Ahmad Muhammad Yunis;individual;IRAQ2;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 19 Sep 1978;;;;;;;;;;;;;;;
10376;AL-AHMAD, Sa'ad Muhammad Yunis;individual;IRAQ2;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 01 Jan 1981;;;;;;;;;;;;;;;
10377;AL-AZAWI, Hatem Hamdan;individual;IRAQ2;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB circa 1937.;;;;;;;;;;;;;;;
10378;AL-DURI, Thabet;individual;IRAQ2;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1943;;;;;;;;;;;;;;;
10380;AL-RAWI, Fawzi Mutlaq;individual;SDGT;CHAIRMAN, IRAQI WING OF THE SYRIAN BA'TH PARTY;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1940;;;;;;;;;;;;;;;
10381;CAZAREZ SALAZAR, Victor Emilio;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 08 Aug 1961;;;;;;;;;;;;;;;
10382;PAREDES CORDOVA, Jorge Mario;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 09 Jan 1966;;;;;;;;;;;;;;;
10383;KHAN, Shahbaz;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 01 Jan 1948;;;;;;;;;;;;;;;
10384;ALIZAI, Haji Azizullah;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1950;;;;;;;;;;;;;;;
10385;BARTH, Frederik Heinz;individual;SDNTK;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 30 Aug 1965;;;;;;;;;;;;;;;
10386;GULF CARTEL;-0- ;SDNTK] [ILLICIT-DRUGS-EO14059;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;a.k.a. 'CDG'.;;;;;;;;;;;;;;;
10388;FAJR INDUSTRIES GROUP;-0- ;NPWMD] [IFSR;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions.;;;;;;;;;;;;;;;
10389;MIZAN MACHINE MANUFACTURING GROUP;-0- ;NPWMD] [IFSR;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions;;;;;;;;;;;;;;;
10391;ISLAMIC REVOLUTIONARY GUARD CORPS;-0- ;FTO] [SDGT] [NPWMD] [IRGC] [IFSR] [IRAN-HR] [HRIT-IR] [ELECTION-EO13848;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions.;;;;;;;;;;;;;;;
10392;MINISTRY OF DEFENSE AND ARMED FORCES LOGISTICS;-0- ;SDGT] [NPWMD] [IFSR] [IRAN-CON-ARMS-EO;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions;;;;;;;;;;;;;;;
10405;SANTANILLA BOTACHE, Miguel;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 15 Oct 1964;;;;;;;;;;;;;;;
10408;AL-SALAH SOCIETY;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
10409;AL-KURD, Ahmad Harb;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB circa 1949;;;;;;;;;;;;;;;
10410;MARTYRS FOUNDATION;-0- ;SDGT] [IFSR;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions;;;;;;;;;;;;;;;
10411;MARTYRS FOUNDATION IN LEBANON;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions Pursuant to the Hizballah Financial Sanctions Regulations.;;;;;;;;;;;;;;;
10412;PALESTINIAN MARTYRS FOUNDATION;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions Pursuant to the Hizballah Financial Sanctions Regulations.;;;;;;;;;;;;;;;
10413;GOODWILL CHARITABLE ORGANIZATION, INC.;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions Pursuant to the Hizballah Financial Sanctions Regulations.;;;;;;;;;;;;;;;
10414;ALIQ, Qasim;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1956;;;;;;;;;;;;;;;
10415;AL-SHAMI, Ahmad;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1965;;;;;;;;;;;;;;;
10416;AL-QARD AL-HASSAN ASSOCIATION;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions Pursuant to the Hizballah Financial Sanctions Regulations.;;;;;;;;;;;;;;;
10420;BARRERA RIOS, Victoria Eugenia;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 11 Dec 1970;;;;;;;;;;;;;;;
10421;BARRERA RIOS, Alvaro Enrique;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 05 Dec 1968;;;;;;;;;;;;;;;
10422;BARRERA RIOS, Alfonso;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 08 Dec 1975;;;;;;;;;;;;;;;
10423;BARRERA MARIN, Alvaro;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 21 Nov 1940;;;;;;;;;;;;;;;
10424;RAMIREZ LENIS, Jhon Jairo;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 19 Jul 1966;;;;;;;;;;;;;;;
10425;VILLA VINASCO, Armando Alonso;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 24 Oct 1960;;;;;;;;;;;;;;;
10432;FRANCO RUIZ, Ruben Alberto;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 18 Feb 1964;;;;;;;;;;;;;;;
10434;QUINONES, Benedicto;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 25 Jun 1946;;;;;;;;;;;;;;;
10435;RAMIREZ GARCIA, Hernan Felipe;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 09 Jun 1969;;;;;;;;;;;;;;;
10440;CAMPO LIBRE A LA DIVERSION E.U.;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;NIT # 805026848-1 (Colombia).;;;;;;;;;;;;;;;
10441;ENSAMBLADORA COLOMBIANA AUTOMOTRIZ S.A.;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;NIT # 817000791-1 (Colombia).;;;;;;;;;;;;;;;
10442;BARRERA RIOS NEGOCIOS INMOBILIARIOS E.U.;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;NIT # 805030626-9 (Colombia).;;;;;;;;;;;;;;;
10443;APVA S.A.;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;NIT # 805010421-0 (Colombia).;;;;;;;;;;;;;;;
10444;ALVARO ENRIQUE BARRERA RIOS Y CIA. S. EN C.S.;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;NIT # 900105952-3 (Colombia).;;;;;;;;;;;;;;;
10445;WORLD LINE SYSTEM S.A.;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;NIT # 815003764-9 (Colombia).;;;;;;;;;;;;;;;
10447;NEGOCIOS Y CAPITALES S.A.;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;NIT # 800101701-0 (Colombia).;;;;;;;;;;;;;;;
10448;COMERCIALIZADORA DE BIENES Y SERVICIOS ADMINISTRATIVOS Y FINANCIEROS S.A.;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;NIT # 800200471-6 (Colombia).;;;;;;;;;;;;;;;
10450;CECEP EDITORES S.A.;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;NIT # 805018858-1 (Colombia).;;;;;;;;;;;;;;;
10451;CECEP S.A.;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;NIT # 890315495-4 (Colombia).;;;;;;;;;;;;;;;
10452;ALFONSO BARRERA RIOS Y CIA. S. EN C.S.;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;NIT # 900101150-5 (Colombia).;;;;;;;;;;;;;;;
10454;UNIDAD CARDIOVASCULAR LTDA.;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;NIT # 800232679-8 (Colombia).;;;;;;;;;;;;;;;
10456;QUINONES MELO Y CIA. LTDA.;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;NIT # 890327616-0 (Colombia).;;;;;;;;;;;;;;;
10460;CONSULTORIAS FINANCIERAS S.A.;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;NIT # 805017446-6 (Colombia).;;;;;;;;;;;;;;;
10463;FATAH AL-ISLAM;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
10465;ISLAMIC REVOLUTIONARY GUARD CORPS (IRGC)-QODS FORCE;-0- ;FTO] [SDGT] [SYRIA] [IRGC] [IFSR] [IRAN-HR] [ELECTION-EO13848;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions.;;;;;;;;;;;;;;;
10468;ZULUAGA LINDO, Francisco Javier;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 15 Jan 1970;;;;;;;;;;;;;;;
10469;VANOY MURILLO, Ramiro;individual;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 31 Mar 1948;;;;;;;;;;;;;;;
10473;SOCIEDAD SUPERDEPORTES LTDA.;-0- ;SDNT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;NIT # 8009712337 (Colombia).;;;;;;;;;;;;;;;
10475;AL-KHASHIBAN, Fahd Muhammad 'Abd Al-'Aziz;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 16 Oct 1966;;;;;;;;;;;;;;;
10476;SUGHAYR, Muhammad 'Abdallah Salih;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 20 Aug 1972;;;;;;;;;;;;;;;
10477;AL-TALHI, Abdul Rahim;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 08 Dec 1961;;;;;;;;;;;;;;;
10479;REZAIE, Morteza;individual;SDGT] [NPWMD] [IRGC] [IFSR;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB circa 1956;;;;;;;;;;;;;;;
10480;AHMADIAN, Ali Akbar;individual;SDGT] [NPWMD] [IRGC] [IFSR;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB circa 1961;;;;;;;;;;;;;;;
10481;SOLEIMANI, Qasem;individual;SDGT] [SYRIA] [NPWMD] [IRGC] [IFSR;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 11 Mar 1957;;;;;;;;;;;;;;;
10483;HEJAZI, Mohammad;individual;SDGT] [NPWMD] [IRGC] [IFSR;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB circa 1959;;;;;;;;;;;;;;;
10485;AL-SHEIBANI, Abu Mustafa;individual;IRAQ3;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB circa 1959;;;;;;;;;;;;;;;
10486;TAMILS REHABILITATION ORGANISATION;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Registration ID 50706 (Sri Lanka);;;;;;;;;;;;;;;
10488;KHATAM OL ANBIA GHARARGAH SAZANDEGI NOOH;-0- ;SDGT] [NPWMD] [IRGC] [IFSR;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions.;;;;;;;;;;;;;;;
10489;ORIENTAL OIL KISH;-0- ;SDGT] [NPWMD] [IRGC] [IFSR;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions.;;;;;;;;;;;;;;;
10490;GHORB KARBALA;-0- ;SDGT] [NPWMD] [IRGC] [IFSR;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions.;;;;;;;;;;;;;;;
10491;SEPASAD ENGINEERING COMPANY;-0- ;SDGT] [NPWMD] [IRGC] [IFSR;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions.;;;;;;;;;;;;;;;
10492;GHORB NOOH;-0- ;SDGT] [NPWMD] [IRGC] [IFSR;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions.;;;;;;;;;;;;;;;
10493;OMRAN SAHEL;-0- ;SDGT] [NPWMD] [IRGC] [IFSR;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions.;;;;;;;;;;;;;;;
10494;SAHEL CONSULTANT ENGINEERS;-0- ;SDGT] [NPWMD] [IRGC] [IFSR;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions.;;;;;;;;;;;;;;;
